"","ename","inttime","survey","cluster","eanum","hhnum","hhid","intdate","burnyn","whatburn","whatburnother","spray","closewindow","closetime","airbricks","scrairbricks","sdoors","ceiling","result","otherresult","totvisit","nonanophfem","nonanophmal","gambiaef","gambiaem","funestusf","funestusm","othanophfem","othanophmal"
"521","BATTE DERRICK JOVAN","2018-05-15 09:43:07.000",3,104,10,54,310410054,"2018-05-17 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"522","WATUWA PHILIP PETER","2018-05-15 08:34:48.000",3,44,10,83,304410083,"2018-08-09 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"523","NYANGABAKYE FRANCIS","2018-07-29 08:09:35.000",3,43,2,55,304302055,"2018-05-10 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"524","NYANGABAKYE FRANCIS","2018-05-09 08:38:30.000",3,43,3,32,304303032,"2018-05-12 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,8,0,0,0,0,0
"525","NYANGABAKYE FRANCIS","2018-05-10 07:32:44.000",3,43,4,59,304304059,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"526","NYANGABAKYE FRANCIS","2018-05-12 08:14:22.000",3,43,5,79,304305079,"2018-05-11 00:00:00.000","No","-9","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,18,6,0,0,0,0,0,0
"527","n  NYANGABAKYE FRANCIS","2018-05-11 08:02:50.000",3,43,6,84,304306084,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"528","NYANGABAKYE FRANCIS","2018-05-11 08:33:44.000",3,43,7,115,304307115,"2018-05-15 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,13,5,0,0,0,0,0,0
"529","WATUWA PHILIP PETER","2018-07-30 09:06:03.000",3,32,2,54,303202054,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"530","WATUWA PHILIP PETER","2018-08-02 07:00:56.000",3,32,3,19,303203019,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,4,0,1,1,0,0,0,0
"531","WATUWA PHILIP PETER","2018-08-02 07:32:26.000",3,32,4,85,303204085,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"532","WATUWA PHILIP PETER","2018-08-02 07:59:41.000",3,32,5,105,303205105,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"533","WATUWA PHILIP PETER","2018-08-02 08:54:21.000",3,32,6,56,303206056,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"534","WATUWAPHILIP PETER","2018-07-31 09:41:09.000",3,32,7,192,303207192,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,3,0,0,0,0,0,0,0
"535","WATUWA PHILIP PETER","2018-07-31 07:49:23.000",3,32,8,11,303208011,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"536","WATUWA PHILIP PETER","2018-07-31 07:19:13.000",3,32,9,299,303209299,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,2,14,6,0,0,0,0,0,0
"537","WATUWA PHILIP PETER","2018-08-01 07:23:02.000",3,32,10,16,303210016,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,1,2,0,0,0,0,0,0
"538","odwar edward","2018-07-31 08:17:55.000",3,33,1,439,303301439,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,3,0,0,0,0,0,0,0
"539","odwar edward","2018-07-31 09:02:27.000",3,33,2,104,303302104,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"540","odwar edward","2018-07-28 08:15:45.000",3,33,3,25,303303025,"2018-07-29 00:00:00.000","No","-9","-9","Yes","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"541","odwar edward","2018-07-30 08:08:02.000",3,33,4,36,303304036,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,28,7,0,0,0,0,0,0
"542","odwar edward","2018-07-29 08:41:17.000",3,33,5,40,303305040,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","Yes(all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"543","odwar edward","2018-07-29 08:04:40.000",3,33,6,82,303306082,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"544","odwar edward","2018-07-29 09:21:02.000",3,33,7,10,303307010,"2018-07-30 00:00:00.000","Yes","Coil","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"545","odwar edward","2018-07-30 08:31:23.000",3,33,8,77,303308077,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"546","odwar edward","2018-07-30 09:48:35.000",3,33,9,113,303309113,"2018-07-28 00:00:00.000","No","-9","-9","Yes","Yes","7-8pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,1,0,0,0,0,0,0
"547","odwar edward","2018-07-30 09:09:04.000",3,33,10,193,303310193,"2018-07-29 00:00:00.000","Yes","Other","charcoal stove","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"548","MUSASIZI ERIC","2018-07-28 07:33:36.000",3,34,1,37,303401037,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"549","MUSASIZIERIC","2018-07-29 07:35:26.000",3,34,2,66,303402066,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"550","MUSASIZI ERIC","2018-08-01 09:22:38.000",3,34,3,62,303403062,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"551","MUSASIZI ERIC","2018-08-01 09:48:30.000",3,34,4,144,303404144,"2018-08-02 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"552","MUSASIZI ERIC","2018-08-01 09:26:43.000",3,34,5,26,303405026,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"553","MUSASIZI ERIC","2018-08-02 07:15:01.000",3,34,6,33,303406033,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"554","MUSASIZI ERIC","2018-08-04 07:02:09.000",3,34,7,41,303407041,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"555","MUSASIZI ERIC","2018-08-03 08:41:37.000",3,34,8,135,303408135,"2018-08-04 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,1,0,0,0,0,0,0
"556","MUSASIZI ERIC","2018-08-04 07:52:47.000",3,34,9,17,303409017,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"557","MUSASIZI ERIC","2018-08-04 08:54:14.000",3,34,10,196,303410196,"2018-08-03 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"558","MUSASIZI ERIC","2018-08-01 07:54:33.000",3,35,1,65,303501065,"2018-08-05 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"559","MUSASIZI ERIC","2018-08-03 07:35:23.000",3,35,2,2,303502002,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"560","MUSASIZI ERIC","2018-08-05 07:47:08.000",3,35,3,6,303503006,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"561","odwar edward","2018-08-06 07:55:42.000",3,35,4,70,303504070,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"562","odwar edward","2018-08-06 07:19:33.000",3,35,5,13,303505013,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"563","odwar edward","2018-07-31 07:10:41.000",3,35,6,97,303506097,"2018-08-01 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"564","MUSASIZI ERIC","2018-07-31 07:59:06.000",3,35,7,20,303507020,"2018-08-05 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,2,0,0,0,0,0,0
"565","MUSASIZI ERIC","2018-08-01 10:01:13.000",3,35,8,29,303508029,"2018-08-05 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"566","odwar edward","2018-08-05 09:12:39.000",3,35,9,6,303509006,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"567","odwar edward","2018-08-05 08:29:45.000",3,35,10,45,303510045,"2018-07-31 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"568","NYANGABAKYE FRANCIS","2018-07-31 10:05:21.000",3,36,1,96,303601096,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"569","NYANGABAKYE FRANCIS","2018-07-31 09:34:15.000",3,36,2,25,303602025,"2018-08-10 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"570","NYANGABAKYE FRANCIS","2018-08-08 07:16:58.000",3,36,3,100,303603100,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"571","NYANGABAKYE FRANCIS","2018-08-10 08:47:50.000",3,36,4,68,303604068,"2018-08-07 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"572","NYANGABAKYE FRANCIS","2018-08-08 08:09:07.000",3,36,5,94,303605094,"2018-08-10 00:00:00.000","Yes","Herbs","-9","No","Yes","After 10pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"573","NYANGABAKYE FRANCIS","2018-08-07 09:17:13.000",3,36,6,49,303606049,"2018-08-10 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"574","NYANGABAKYE FRANCIS","2018-08-10 07:21:03.000",3,36,7,1,303607001,"2018-08-08 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"575","NYANGABAKYE FRANCIS","2018-08-10 09:35:42.000",3,36,8,37,303608037,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"576","NYANGABAKYE FRANCIS","2018-08-08 09:25:40.000",3,36,9,2,303609002,"2018-08-11 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"577","NYANGABAKYE FRANCIS","2018-08-06 08:00:58.000",3,36,10,17,303610017,"2018-08-06 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"578","ISABIRYE  EMMANUEL","2018-08-11 06:59:24.000",3,37,1,28,303701028,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,1,0,0,0,0,0,0
"579","ISABIRYE  EMMANUEL","2018-08-06 07:10:01.000",3,37,2,61,303702061,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"580","ISABIRYE  EMMANUEL","2018-07-29 07:29:26.000",3,37,3,62,303703062,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"581","WATUWA PHILIP PETER","2018-07-28 09:14:59.000",3,37,4,95,303704095,"2018-07-22 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,6,1,0,0,0,0,0,0
"582","ISABIRYE  EMMANUEL","2018-07-28 08:26:25.000",3,37,5,84,303705084,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","Yes(all)","Yes","Completed",-9,1,3,0,0,0,0,0,0,0
"583","ISABIRYE   EMMANUEL","2018-07-22 09:09:01.000",3,37,6,71,303706071,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"584","ISABIRYE EMMANUEL","2018-07-27 08:14:24.000",3,37,7,31,303707031,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"585","ISABIRYE  EMMANUEL","2018-07-27 09:13:30.000",3,37,8,172,303708172,"2018-07-29 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"586","ISABIRYE  EMMANUEL","2018-07-29 09:49:35.000",3,37,9,16,303709016,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,5,2,0,0,0,0,0,0
"587","ISABIRYE  EMMANUEL","2018-07-29 09:02:45.000",3,37,10,41,303710041,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,2,0,0,0,0,0,0
"588","ISABIRYE  EMMANUEL","2018-07-28 07:31:02.000",3,38,1,8,303801008,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"589","WATUWA PHILIP PETER","2018-07-27 07:30:12.000",3,38,2,16,303802016,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"590","WATUWA PHILIP PETER","2018-07-30 08:40:07.000",3,38,3,85,303803085,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","7-8pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"591","WATUWA PHILIP PETER","2018-07-20 08:51:40.000",3,38,4,70,303804070,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"592","WATUWA PHILIP PETER","2018-07-20 07:31:42.000",3,38,5,87,303805087,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"593","WATUWA PHILIP PETER","2018-07-21 08:21:19.000",3,38,6,55,303806055,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","8-9pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"594","ISABIRYE  EMMANUEL","2018-07-21 09:45:30.000",3,38,7,154,303807154,"2018-07-30 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"595","WATUWA PHILIP PETER","2018-07-19 08:17:15.000",3,38,8,21,303808021,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"596","WATUWA PHILIP PETER","2018-07-30 07:48:13.000",3,38,9,124,303809124,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,69,23,0,0,0,0,0,0
"597","WATUWA PHILIP PETER","2018-07-19 09:32:56.000",3,38,10,35,303810035,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"598","WATUWA PHILIP PETER","2018-07-21 07:36:57.000",3,39,1,239,303901239,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","Yes(all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"599","WATUWA PHILIP PETER","2018-07-21 08:19:25.000",3,39,2,135,303902135,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","9-10pm","Yes(all)","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"600","WATUWA PHILIP PETER","2018-07-23 09:27:23.000",3,39,3,50,303903050,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"601","Watuwa philip peter","2018-07-23 09:45:38.000",3,39,4,35,303904035,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","Before 6pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"602","WATUWA PHILIP PETER","2018-07-24 08:09:49.000",3,39,5,49,303905049,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","Yes(all)","No(or not all)","No","Completed",-9,1,2,0,0,0,0,0,0,0
"603","WATUWAPHILIP PETER","2018-07-23 08:34:28.000",3,39,6,107,303906107,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","8-9pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,2,0,0,0,0,0,0,0,0
"604","tuhaise violet","2018-07-23 08:09:53.000",3,39,7,37,303907037,"2018-08-16 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,-9,8,1,0,0,0,0,0,0
"605","WATUWA PHILIP PETER","2018-07-24 07:32:46.000",3,39,8,25,303908025,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,5,1,0,0,0,0,0,0
"606","WATUWA PHILIP PETER","2018-08-16 08:52:05.000",3,39,9,131,303909131,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","Yes(all)","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"607","WATUWA PHILIP PETER","2018-07-24 09:31:03.000",3,39,10,333,303910333,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","After 10pm","Yes(all)","No(or not all)","No(or not all)","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"608","MUSASIZI ERIC","2018-07-23 07:21:23.000",3,40,1,70,304001070,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","CLOSED ALWAYS","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"609","MUSASIZI ERIC","2018-07-24 08:46:38.000",3,40,2,105,304002105,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","-9","No","Completed",-9,-9,1,0,0,0,0,0,0,0
"610","MUSASIZI ERIC","2018-07-24 07:13:59.000",3,40,3,38,304003038,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"611","MUSASIZI ERIC","2018-07-25 07:24:24.000",3,40,4,17,304004017,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"612","MUSASIZI ERIC","2018-07-28 07:18:39.000",3,40,5,48,304005048,"2018-07-24 00:00:00.000","No","-9","-9","No","-9","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"613","MUSASIZI ERIC","2018-07-24 09:45:08.000",3,40,6,65,304006065,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"614","MUSASIZI ERIC","2018-07-24 08:24:34.000",3,40,7,59,304007059,"2018-07-26 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"615","MUSASIZI ERIC","2018-07-26 07:03:32.000",3,40,8,5,304008005,"2018-07-25 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","YES (Only seating room)","Completed",-9,1,0,0,0,0,0,0,0,0
"616","MUSASIZI ERIC","2018-07-26 08:44:38.000",3,40,9,56,304009056,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"617","MUSASIZI ERIC","2018-07-25 06:59:22.000",3,40,10,60,304010060,"2018-07-27 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","yes(only seating room)","Completed",-9,1,0,0,0,0,0,0,0,0
"618","MUSASIZI ERIC","2018-07-27 08:18:52.000",3,41,1,31,304101031,"2018-07-24 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,2,0,0,0,0,0,0,0,0
"619","MUSASIZI ERIC","2018-07-27 07:32:33.000",3,41,2,68,304102068,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","6-7pm","yes","No(or not all)","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"620","MUSASIZI ERIC","2018-07-24 06:18:29.000",3,41,3,67,304103067,"2018-07-22 00:00:00.000","No","-9","-9","No","CLOSED ALWAYS","-9","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"621","MUSASIZI ERIC","2018-07-19 08:51:49.000",3,41,4,24,304104024,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","Yes(all)","No","No","No","Completed",-9,1,0,0,0,0,0,0,0,0
"622","MUSASIZI ERIC","2018-07-22 07:58:57.000",3,41,5,65,304105065,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No","-9","No","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"623","MUSASIZI ERIC","2018-07-20 09:28:36.000",3,41,6,58,304106058,"2018-07-19 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,1,0,0,0,0,0,0,0
"624","MUSASIZI ERIC","2018-07-21 07:28:22.000",3,41,7,61,304107061,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"625","MUSASIZI ERIC","2018-07-19 07:13:33.000",3,41,8,17,304108017,"2018-07-20 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No","-9","No","Yes","Completed",-9,1,0,0,0,0,0,0,0,0
"626","MUSASIZI ERIC","2018-07-21 08:06:14.000",3,41,9,35,304109035,"2018-07-23 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"627","MUSASIZI ERIC","2018-07-20 07:39:34.000",3,41,10,40,304110040,"2018-07-21 00:00:00.000","No","-9","-9","No","Yes","CLOSED ALWAYS","No","No(or not all)","No","No","Completed",-9,1,0,0,0,0,0,0,0,0
"628","MUSASIZI ERIC","2018-07-23 07:50:24.000",3,42,1,88,304201088,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"629","MUSASIZI ERIC","2018-07-21 09:09:22.000",3,42,2,112,304202112,"2018-07-28 00:00:00.000","No","-9","-9","No","Yes","6-7pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,0,0,0,0,0,0,0,0
"630","NYANGABAKYE FRANCIS","2018-05-14 08:27:01.000",3,43,8,20,304308020,"2018-05-14 00:00:00.000","No","-9","-9","No","Yes","7-8pm","No(or not all)","-9","No(or not all)","No","Completed",-9,1,3,0,0,3,0,0,0,0
